option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5227398,0.2938207,0.4023383,0.7561381,0.5107085,0.6506931,0.5895418
alt2,0.5048131,0.276458,0.3083858,0.7549168,0.5639234,0.6203818,0.9946117
alt2,0.4537521,0.2027561,0.3625181,0.6844939,0.4921104,0.526882,1.584504
alt2,0.5827118,0.5446913,0.640913,0.6924316,0.4896219,0.5459014,1.736292
alt2,0.5868289,0.5679646,0.6259058,0.7173269,0.5168113,0.506136,2.309123
alt2,0.565377,0.5141519,0.6543681,0.71584,0.5038281,0.4386969,1.145
alt2,0.5697946,0.6272863,0.6455393,0.7208102,0.4675271,0.3878102,1.263143
alt2,0.563087,0.6138336,0.6631429,0.7408511,0.4301864,0.3674209,1.904863
alt2,0.573279,0.700639,0.6617968,0.6541442,0.4443546,0.4054607,1.402385
alt2,0.4760572,0.3657975,0.4763635,0.6762695,0.4516309,0.4102249,2.280296
alt2,0.5572767,0.7004625,0.7039322,0.6838816,0.3940103,0.304097,3.139063
alt2,0.4020442,0.3079016,0.4096892,0.5931588,0.401033,0.2984384,0.7437372
alt2,0.5532284,0.7810922,0.7232643,0.6421699,0.3745479,0.2450678,1.012346

