option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6264533,0.5715855,0.7303538,0.7734929,0.5384318,0.5184024,1.651295
chosenOption,0.5983613,0.6354763,0.7863671,0.7145222,0.5140865,0.3413547,1.319049
chosenOption,0.6213069,0.6118353,0.8296593,0.7826449,0.4945953,0.3877999,2.242763
chosenOption,0.6062275,0.6580285,0.8803002,0.6916943,0.4855947,0.3155199,1.980705
chosenOption,0.6274023,0.6282554,0.9295555,0.7544566,0.4657719,0.358972,4.042645
chosenOption,0.6071998,0.5890151,0.978903,0.6704573,0.4599432,0.3376805,2.30981
chosenOption,0.6084146,0.5883552,1.028803,0.6891886,0.4360075,0.2997192,2.294747
chosenOption,0.6397406,0.7052342,1.135076,0.7049313,0.4281924,0.2252693,3.465086
chosenOption,0.6663821,0.7559756,1.298198,0.6308652,0.41708,0.2297918,1.65179
chosenOption,0.58553,0.5958396,0.9975976,0.6426771,0.3890561,0.3024801,1.837195
chosenOption,0.6672476,0.7128398,1.434093,0.5595194,0.3854763,0.244309,4.903132
chosenOption,0.6803931,0.7097324,1.528363,0.6008448,0.3427556,0.2202705,2.03858

